ID,Season,Player,Pos,Age,team,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,FG%_per_game,3P%_per_game,Rating
255,2022,Darius Garland,PG,22.0,CLE,68.0,68.0,2430.0,542.0,1173.0,0.462,174.0,454.0,0.383,368.0,719.0,0.512,0.536,215.0,241.0,0.892,39.0,185.0,224.0,583.0,89.0,7.0,248.0,115.0,1473.0,0.016049382716049384,0.07613168724279835,0.09218106995884774,0.23991769547325104,0.03662551440329218,0.002880658436213992,0.10205761316872428,0.047325102880658436,0.6061728395061728,0.00019012345679012346,0.00015761316872427985,96
535,2022,Evan Mobley,PF,20.0,CLE,69.0,69.0,2331.0,422.0,830.0,0.508,23.0,92.0,0.25,399.0,738.0,0.541,0.522,167.0,252.0,0.663,143.0,427.0,570.0,174.0,56.0,115.0,133.0,147.0,1034.0,0.061347061347061346,0.1831831831831832,0.24453024453024452,0.07464607464607464,0.024024024024024024,0.049335049335049334,0.057057057057057055,0.06306306306306306,0.4435864435864436,0.00021793221793221793,0.00010725010725010725,95
588,2022,Isaac Okoro,SF,21.0,CLE,67.0,61.0,1981.0,207.0,431.0,0.48,55.0,157.0,0.35,152.0,274.0,0.555,0.544,119.0,155.0,0.768,72.0,129.0,201.0,121.0,56.0,22.0,58.0,164.0,588.0,0.03634528016153458,0.06511862695608278,0.10146390711761737,0.06108026249369006,0.028268551236749116,0.01110550227158001,0.0292781423523473,0.08278647147905098,0.2968197879858657,0.00024230186774356385,0.00017667844522968197,74
490,2022,Lauri Markkanen,SF,24.0,CLE,61.0,61.0,1878.0,313.0,703.0,0.445,136.0,380.0,0.358,177.0,323.0,0.548,0.542,138.0,159.0,0.868,59.0,286.0,345.0,81.0,45.0,30.0,54.0,130.0,900.0,0.03141640042598509,0.15228966986155484,0.18370607028753994,0.04313099041533546,0.023961661341853034,0.01597444089456869,0.02875399361022364,0.06922257720979766,0.4792332268370607,0.0002369542066027689,0.00019062832800851968,80
9,2022,Jarrett Allen,C,23.0,CLE,56.0,56.0,1809.0,369.0,545.0,0.677,1.0,10.0,0.1,368.0,535.0,0.688,0.678,165.0,233.0,0.708,192.0,410.0,602.0,92.0,44.0,75.0,94.0,97.0,904.0,0.10613598673300166,0.22664455500276395,0.3327805417357656,0.05085682697622996,0.024322830292979547,0.04145936981757877,0.051962410171365395,0.053620784964068545,0.49972360420121614,0.0003742399115533444,5.52791597567717e-05,79
477,2022,Kevin Love,C,33.0,CLE,74.0,4.0,1665.0,327.0,761.0,0.43,187.0,477.0,0.392,140.0,284.0,0.493,0.553,166.0,198.0,0.838,87.0,449.0,536.0,160.0,26.0,18.0,98.0,101.0,1007.0,0.05225225225225225,0.26966966966966965,0.3219219219219219,0.0960960960960961,0.015615615615615615,0.010810810810810811,0.05885885885885886,0.06066066066066066,0.6048048048048048,0.00025825825825825824,0.00023543543543543544,71
595,2022,Cedi Osman,SF,26.0,CLE,66.0,3.0,1462.0,247.0,572.0,0.432,128.0,359.0,0.357,119.0,213.0,0.559,0.544,87.0,131.0,0.664,25.0,121.0,146.0,135.0,52.0,10.0,67.0,127.0,709.0,0.01709986320109439,0.08276333789329686,0.09986320109439124,0.09233926128590972,0.03556771545827633,0.006839945280437756,0.04582763337893297,0.08686730506155951,0.4849521203830369,0.0002954856361149111,0.0002441860465116279,69
726,2022,Lamar Stevens,PF,24.0,CLE,63.0,13.0,1015.0,156.0,319.0,0.489,18.0,65.0,0.277,138.0,254.0,0.543,0.517,53.0,75.0,0.707,47.0,117.0,164.0,44.0,31.0,18.0,41.0,106.0,383.0,0.04630541871921182,0.11527093596059114,0.16157635467980297,0.04334975369458128,0.030541871921182268,0.017733990147783252,0.04039408866995074,0.10443349753694581,0.37733990147783253,0.0004817733990147783,0.0002729064039408867,66
779,2022,Dean Wade,PF,25.0,CLE,51.0,28.0,980.0,99.0,217.0,0.456,51.0,142.0,0.359,48.0,75.0,0.64,0.574,20.0,30.0,0.667,31.0,119.0,150.0,52.0,29.0,7.0,16.0,88.0,269.0,0.03163265306122449,0.12142857142857143,0.15306122448979592,0.053061224489795916,0.02959183673469388,0.007142857142857143,0.0163265306122449,0.08979591836734693,0.27448979591836736,0.00046530612244897963,0.0003663265306122449,66
668,2022,Ricky Rubio,PG,31.0,CLE,34.0,8.0,970.0,149.0,411.0,0.363,59.0,174.0,0.339,90.0,237.0,0.38,0.434,88.0,103.0,0.854,15.0,126.0,141.0,225.0,49.0,7.0,90.0,75.0,445.0,0.015463917525773196,0.12989690721649486,0.14536082474226805,0.23195876288659795,0.050515463917525774,0.007216494845360825,0.09278350515463918,0.07731958762886598,0.4587628865979381,0.0003742268041237113,0.00034948453608247426,91
